product_id,title,rating,total_reviews,price,top_reviews
itm3485a56f6e676,"Apple iPhone 14 (Starlight, 128 GB)",4.6,11695,"₹52,999","5 Terrific purchase Just wow😍😘 READ MORE Krystle Db Certified Buyer , Khowai Mar, 2023 97 11 Permalink Report Abuse || 5 Great product Damn such a great phone. Camera is really good, battery lasts long enough, super smooth even though its just 60 hz XDR display. Videos with action mode on are insanely stable and crisp.The night mode can take some really good shots jn low light conditions .The whole apple environment itself is so seamless. I shifted from android to iPhone and it barely took any time since I had iPad and a mac already. With a just a few clicks the phone was ready to go. READ MORE Flipkart Customer Certified Buyer , Rajgarh Jan, 2023 4216 849 Permalink Report Abuse"
